STATION_ID,STATION_NAME,STATION_GRP_SEQ,STATION_GRP_NAME,STATION_POST_NO,STATION_ADDR1,STATION_ADDR2,STATION_LATITUDE,STATION_LONGITUDE,STATION_USE_YN,REG_DTTM,거치대개수
ST-574,1327. 상월곡역 3번출구,24,성북구,2773,서울특별시 성북구 화랑로 지하 157,성북구 상월곡동 26-1,37.60734177,127.0506821,Y,2017-04-26 15:00,10
ST-575,1412. 면목초등학교,25,중랑구,2160,서울특별시 중랑구 면목로 434,면목초등학교,37.59096146,127.0870667,Y,2017-04-26 15:00,10
ST-576,1331. 성북청소년수련관 앞,24,성북구,2764,서울특별시 성북구 한천로95길 7,성북구 장위동 270-465,37.6177597,127.0559692,N,2017-04-26 15:01,0
ST-577,1413. 봉화산역 5번출구 뒤,25,중랑구,2052,서울특별시 중랑구 신내로 지하 232,봉화산역 5번출구 뒤,37.61756134,127.0903091,Y,2017-04-26 15:01,10
ST-578,1332. 석계역 5번출구 건너편,24,성북구,1914,서울특별시 노원구 화랑로 지하 347-1,성북구 석관동 134-4,37.61355591,127.0660934,Y,2017-04-26 15:01,10
ST-579,1333. 석관초등학교 앞,24,성북구,2783,서울특별시 성북구 돌곶이로22길 21,성북구 석관동 202-3,37.61052322,127.0597992,Y,2017-04-26 15:02,15
ST-58,212. 여의도역 1번출구 옆,17,영등포구,7321,서울특별시 영등포구 의사당대로 88,01월 27일,37.5213623,126.9234619,Y,2015-09-17 15:12,35
ST-580,1334. 석관동주민센터 앞,24,성북구,2781,서울특별시 성북구 화랑로 296,성북구 석관동 384-2,37.61299896,127.0613098,Y,2017-04-26 15:03,10
ST-581,1417. 상봉지하차도,25,중랑구,2087,서울특별시 중랑구 망우로 353,상봉지하차도,37.59759903,127.0892181,N,2017-04-26 15:03,0
ST-582,1335. 석관동 하이마트 사거리,24,성북구,2784,서울특별시 성북구 한천로 573,성북구 석관동 124-7,37.61130905,127.0626602,C,2017-04-26 15:03,4
ST-583,1418. 새솔초등학교,25,중랑구,2055,서울특별시 중랑구 신내역로1길 164,새솔초등학교,37.61743927,127.1090164,Y,2017-04-26 15:04,15
ST-584,1441. 신내능말공원,25,중랑구,2056,서울특별시 중랑구 용마산로136길 33,신내능말공원,37.61671066,127.110733,Y,2017-04-26 15:05,15
ST-585,1420. 신내어울공원 앞,25,중랑구,2053,서울특별시 중랑구 신내로16길 17,신내어울공원 앞,37.61423111,127.0967636,Y,2017-04-26 15:06,15
ST-586,1421. 신내역 4번출구,25,중랑구,2052,서울특별시 중랑구 신내로 지하 232,신내역 4번출구,37.61246109,127.1033783,Y,2017-04-26 15:07,20
ST-587,1422. 신내우디안아파트 1단지,25,중랑구,2055,서울특별시 중랑구 신내역로 213,신내우디안아파트 1단지,37.62009811,127.1064606,Y,2017-04-26 15:08,10
ST-588,1424. 양원역 2번출구,25,중랑구,2062,서울특별시 중랑구 송림길 147,양원역 2번출구,37.6063118,127.1077423,Y,2017-04-26 15:08,10
ST-589,1425. 용마문화복지센터,25,중랑구,2192,서울특별시 중랑구 용마산로86길 9-27,용마문화복지센터,37.58745956,127.0959702,Y,2017-04-26 15:09,10
ST-59,213. KT앞,17,영등포구,7321,서울특별시 영등포구 여의대로 38,27,37.52190781,126.9189529,Y,2015-09-17 15:13,15
ST-590,1426. 면목도시개발아파트 1동 앞,25,중랑구,2254,서울특별시 중랑구 용마산로 지하 227,면목도시개발아파트 1동 앞,37.57358932,127.0868225,Y,2017-04-26 15:10,15
ST-591,1432. 중목초등학교,25,중랑구,2130,서울특별시 중랑구 동일로 665,중목초등학교,37.58993149,127.0798111,N,2017-04-26 15:11,0
ST-592,1434. 홈플러스 면목동점,25,중랑구,2236,서울특별시 중랑구 사가정로 332,홈플러스 면목동점,37.57986832,127.0823669,Y,2017-04-26 15:12,15
ST-593,1435. 능산삼거리,25,중랑구,2057,서울특별시 중랑구 용마산로 644,능산삼거리,37.60868073,127.1007919,Y,2017-04-26 15:13,15
ST-594,1436. 영풍마드레빌,25,중랑구,2068,서울특별시 중랑구 용마산로129가길 41,영풍마드레빌,37.60588074,127.1006317,Y,2017-04-26 15:15,15
ST-595,1437. 늘푸른공원 앞,25,중랑구,2225,서울특별시 중랑구 동일로 594,늘푸른공원 앞,37.5834198,127.0799255,Y,2017-04-26 15:16,15
ST-596,1438. 홈플러스 신내점 앞,25,중랑구,2052,서울특별시 중랑구 신내로 지하 232,홈플러스 신내점 앞,37.61616898,127.093483,Y,2017-04-26 15:16,15
ST-597,1320. LG베스트샵 종암점,24,성북구,2797,서울특별시 성북구 종암로 88,성북구 종암동 15-7,37.59928513,127.0346222,Y,2017-05-02 10:20,10
ST-599,1404. 동일로 지하차도,25,중랑구,2117,서울특별시 중랑구 망우로 233,중랑구 중화동 211-3,37.59529877,127.0800324,Y,2017-05-02 13:35,10
ST-6,104. 합정역 1번출구 앞,12,마포구,4037,서울특별시 마포구 양화로 59,393-7,37.55062866,126.9149857,Y,2015-09-06 23:44,13
ST-60,214. 금융감독원 앞,17,영등포구,7321,서울특별시 영등포구 여의대로 38,금융감독원 앞,37.5230217,126.9208374,Y,2015-09-17 15:14,20
ST-600,1601. 석계역 문화광장 내 자전거 보관소,26,노원구,1904,서울특별시 노원구 화랑로 331,노원구 월계동 47-45,37.61529922,127.0644684,Y,2017-05-08 14:03,20
ST-601,1603. 롯데캐슬 102동 코너(월계주유소건너),26,노원구,1884,서울특별시 노원구 월계로 252,노원구 월계동 860-16,37.62485886,127.0501404,Y,2017-05-08 14:05,10
ST-602,1606. 태릉입구역 3번출구 ,26,노원구,1849,서울특별시 노원구 동일로 지하 992-1,노원구 공릉동 616-4,37.61917114,127.0749283,Y,2017-05-08 14:05,10
ST-603,1610. 화랑대역 2번출구 앞,26,노원구,1804,서울특별시 노원구 화랑로 지하 510,노원구 공릉동 280-12,37.62036896,127.0836411,Y,2017-05-08 14:06,20
ST-604,1611. 과기대 입구(우),26,노원구,1811,서울특별시 노원구 공릉로 232,노원구 공릉동 436-4,37.62994003,127.0765533,Y,2017-05-08 14:07,20
ST-605,1616. 하계2동 공항버스정류장 옆,26,노원구,1784,서울특별시 노원구 동일로 지하 1196,노원구 하계동 273-5,37.63510895,127.0683289,Y,2017-05-08 14:08,10
ST-606,1617. 하계동 중평어린이공원 앞,26,노원구,1776,서울특별시 노원구 섬밭로 241,하계동 271-1,37.63714981,127.0632706,Y,2017-05-08 14:09,20
ST-607,1623. 노원 구민회관,26,노원구,1779,서울특별시 노원구 동일로 1229,노원구 중계동 507-3,37.63864899,127.0662918,T,2017-05-08 14:10,20
ST-608,1634. 당고개공원 대여소,26,노원구,1636,서울특별시 노원구 상계로 283,노원구 상계동 65-43,37.66907883,127.0775909,Y,2017-05-08 14:12,15
ST-609,1635. 상계3.4동 주민센터 대여소,26,노원구,1633,서울특별시 노원구 덕릉로131길 8,노원구 상계동 37-7,37.67271042,127.0831604,Y,2017-05-08 14:12,11
ST-61,218. 증권거래소 앞,17,영등포구,7329,서울특별시 영등포구 여의나루로 76,증권거래소 앞,37.52327728,126.9292374,Y,2015-09-17 15:15,20
ST-610,1636. 백병원 사거리 농협은행 앞,26,노원구,1763,서울특별시 노원구 동일로 1351,노원구 상계동 747,37.64921188,127.0617676,Y,2017-05-08 14:14,10
ST-611,1637. KT 노원점 건물 앞,26,노원구,1695,서울특별시 노원구 노해로 489,노원구 상계동 719-1,37.65470123,127.0634003,Y,2017-05-08 14:15,15
ST-612,1639. 희성오피앙,26,노원구,1604,서울특별시 노원구 동일로 1701,노원구 상계동 1263,37.68031311,127.055069,Y,2017-05-08 14:32,10
ST-613,1702. 녹천역 1번출구 앞,27,도봉구,1488,서울특별시 도봉구 덕릉로 376,창동 57-11,37.64617157,127.05056,Y,2017-05-08 15:32,10
ST-614,1705. 도봉구청 정문앞,27,도봉구,1331,서울특별시 도봉구 마들로 656,방학동 720,37.66922379,127.0465164,Y,2017-05-08 15:32,8
ST-615,1707. 도봉구민회관,27,도봉구,1427,서울특별시 도봉구 도봉로 552,창동 723-11,37.65446091,127.0385132,Y,2017-05-08 15:33,15
ST-616,1709. 쌍문역4번출구 주변,27,도봉구,1454,서울특별시 도봉구 도봉로 지하 486-1,쌍문동 83-5,37.65012741,127.035347,Y,2017-05-08 15:34,15
ST-617,1712. 창동역공영주차장앞,27,도봉구,1413,서울특별시 도봉구 마들로11길 74,도봉구 창동 1-9,37.65404892,127.0502014,C,2017-05-08 15:35,15
ST-618,9997.강남센터,2,정비센터,6676,서울특별시 서초구 동작대로 82,공공 자전거 강남센터,37.48374939,126.9822617,R,2017-05-08 15:42,20
ST-619,1804. 독산역 2번출구 자전거주차장,28,금천구,8601,서울특별시 금천구 벚꽃로 115,가산동 680-2 독산역 2번출구 뒤편 자전거 주차장,37.46652985,126.8887177,Y,2017-05-08 15:42,10
ST-62,219. 롯데캐슬엠파이어 옆,17,영등포구,7331,서울특별시 영등포구 의사당대로 127,롯데캐슬엠파이어 옆,37.52069473,126.9258347,Y,2015-09-17 15:17,12
ST-620,1805. 서울디지털운동장 앞,28,금천구,8504,서울특별시 금천구 가산디지털2로 151,가산동 459-16,37.48228836,126.8777695,Y,2017-05-08 15:43,10
ST-621,1806. 에이스하이엔드타워9차 앞,28,금천구,8501,서울특별시 금천구 가산디지털1로 233,가산동 602-3,37.48621368,126.8786392,Y,2017-05-08 15:44,10
ST-622,1808. 에이스하이엔드타워8차 앞,28,금천구,8590,서울특별시 금천구 가산디지털1로 84,가산동 345-5,37.47320938,126.8849411,Y,2017-05-08 15:45,20
ST-623,1809. LG전자 별관동(호서대 벤처타워 맞은편),28,금천구,8592,서울특별시 금천구 가산디지털1로 63,가산동 319-11,37.47077942,126.8851547,Y,2017-05-08 15:45,10
ST-624,1812. 갑을그레이트밸리 앞,28,금천구,8512,서울특별시 금천구 디지털로9길 32,가산동 60-35,37.47903061,126.8872986,Y,2017-05-08 15:47,10
ST-625,1814. 두산위브아파트 옆 상가건물 앞,28,금천구,8520,서울특별시 금천구 가산로 99,가산동 153-16,37.47422028,126.8941269,Y,2017-05-08 15:49,8
ST-626,1816. 금천폭포공원 앞,28,금천구,8650,서울특별시 금천구 시흥대로38길 61,시흥동 1001-1,37.44686127,126.9038315,Y,2017-05-08 15:50,20
ST-627,1817. 금빛공원,28,금천구,8629,서울특별시 금천구 금하로 668,시흥동 1000-82,37.45312119,126.9043121,C,2017-05-08 15:51,0
ST-628,1820. 신한은행 시흥대로금융센터지점,28,금천구,8544,서울특별시 금천구 시흥대로 446,시흥동 1001-7,37.4433403,126.9033585,Y,2017-05-08 15:52,10
ST-629,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,28,금천구,8629,서울특별시 금천구 시흥대로 198,시흥동 1000-92,37.45145798,126.9021149,Y,2017-05-08 15:54,10
ST-63,220. 미성아파트 A동 앞,17,영등포구,7322,서울특별시 영등포구 의사당대로 110,미성아파트 A동 앞,37.5193634,126.9260483,Y,2015-09-17 15:18,30
ST-630,1822. 서울 시흥동우체국 앞,28,금천구,8632,서울특별시 금천구 시흥대로 217,시흥동 1000-71,37.45299149,126.9009094,Y,2017-05-08 15:56,10
ST-631,1823. 상신정비공업 앞,28,금천구,8609,서울특별시 금천구 시흥대로 287,독산동 1080-8,37.4589119,126.8985901,Y,2017-05-08 15:57,20
ST-632,1824. 독산근린공원 입구,28,금천구,14306,서울특별시 금천구 독산동 ,독산동 1086 (금천교 사거리 독산근린공원 입구),37.46455002,126.883728,Y,2017-05-08 15:58,15
ST-633,1825. 한신아파트 앞 육교 아래,28,금천구,8599,서울특별시 금천구 금하로1길 70,독산동 1094 (성민성결교회 앞),37.45470047,126.8910523,Y,2017-05-08 16:00,10
ST-634,1826. 한신코아 앞,28,금천구,8599,서울특별시 금천구 한내로 62,독산동 1092 (도로다이어트 사업으로 보도 확장예정),37.45684052,126.8883438,Y,2017-05-08 16:03,20
ST-635,1828. 한양수자인아파트 앞,28,금천구,8540,서울특별시 금천구 시흥대로150길 6,독산동 996-9,37.47531891,126.8988876,Y,2017-05-08 16:04,10
ST-636,1829. 홈플러스 금천점 앞,28,금천구,8584,서울특별시 금천구 시흥대로 391,독산동 291-4,37.4691391,126.8972015,Y,2017-05-08 16:05,10
ST-637,1830. 빅마켓 금천점 앞,28,금천구,8524,서울특별시 금천구 두산로 71,독산동 295-22,37.4702301,126.8950729,Y,2017-05-08 16:06,15
ST-638,1831. 메이퀸웨딩컨벤션 앞,28,금천구,8535,서울특별시 금천구 시흥대로 435,독산동 152-12,37.47249985,126.8979569,Y,2017-05-08 16:08,10
ST-639,1833. 독산역 1번출구 앞 자전거보관소,28,금천구,8601,서울특별시 금천구 벚꽃로 115,"독산동 1081-9 (금천고가차도 하부, 태영아파트 앞)",37.46654129,126.8902817,Y,2017-05-08 16:09,10
ST-64,215. 여의도고교 앞,17,영등포구,7338,서울특별시 영등포구 국제금융로7길 37,여의도고등학교 앞,37.52483749,126.934906,Y,2015-09-17 15:18,10
ST-640,1834. 월드메르디앙 벤처센터 2차,28,금천구,8505,서울특별시 금천구 가산디지털2로 123,가산동 450-2,37.47908401,126.8790436,Y,2017-05-08 16:11,15
ST-641,1835. STX V타워,28,금천구,8507,서울특별시 금천구 가산디지털1로 128,가산동 371-37,37.47706985,126.8844299,Y,2017-05-08 16:11,10
ST-642,1819. 금천구청 앞 자전거거치대,28,금천구,8611,서울특별시 금천구 시흥대로73길 70,시흥동 1020,37.45647812,126.8959274,Y,2017-05-10 14:25,10
ST-643,1503. 이디야 커피 수유역점 앞,34,강북구,1074,서울특별시 강북구 도봉로 355,이다야 커피 수유점앞,37.63927841,127.0267563,Y,2017-05-11 9:22,12
ST-644,1504. 다이소 삼양시장점,34,강북구,1167,서울특별시 강북구 삼양로 234,다이소 삼양시장점,37.62415695,127.0186234,Y,2017-05-11 9:24,10
ST-645,1506. 강북문화예술회관,34,강북구,1036,서울특별시 강북구 삼각산로 85,강북문화예술회관,37.64032745,127.0133591,Y,2017-05-11 9:26,20
ST-646,1514. 강북구청 사거리 버스정류소 앞,34,강북구,1064,서울특별시 강북구 한천로 1009,강북구청 사거리 버스정류소,37.63880539,127.0283585,Y,2017-05-11 9:29,10
ST-647,1525. 미아동 복합청사,34,강북구,1133,서울특별시 강북구 솔매로49길 14,미아동 195-1,37.62714005,127.0266953,Y,2017-05-11 9:30,10
ST-648,1515. 송천동 주민센터,34,강북구,1202,서울특별시 강북구 솔샘로 284,송천동 주민센터,37.61828613,127.0240479,Y,2017-05-11 9:31,10
ST-649,1521. 우리은행(수유2동 자동화점),34,강북구,1074,서울특별시 강북구 도봉로 357,수유동 317-3,37.64457703,127.0159302,N,2017-05-11 9:31,0
ST-65,216. 삼부아파트1동 앞,17,영등포구,7338,서울특별시 영등포구 국제금융로7길 27,삼부아파트 1동 앞,37.52349091,126.9328995,Y,2015-09-17 15:19,10
ST-650,1520. 성실교회,34,강북구,1072,서울특별시 강북구 노해로 50,수유동 140,37.63986206,127.022789,Y,2017-05-11 9:32,10
ST-651,1519. 세븐일레븐 수유장미원점 앞,34,강북구,1038,서울특별시 강북구 삼양로 474,수유동 317-3,37.64545059,127.0156174,Y,2017-05-11 9:33,10
ST-652,1516. 우이초등학교 후문 옆,34,강북구,1086,서울특별시 강북구 삼양로99길 33,우이초등학교 후문 옆,37.63870621,127.0159073,Y,2017-05-11 9:35,10
ST-653,1517. 우이초등학교 앞 사거리공원,34,강북구,1083,서울특별시 강북구 삼각산로22길 2-4,우이초등학교 앞 사거리공원,37.64009476,127.0167084,C,2017-05-11 9:36,1
ST-654,1518. SK telecom(수유직영점) 앞,34,강북구,1033,서울특별시 강북구 삼양로 439,SK telecom(수유직영점),37.64308548,127.0161667,Y,2017-05-11 9:37,10
ST-655,1321. 국민은행 종암동지점 앞,24,성북구,2811,서울특별시 성북구 종암로3길 37-2,성북구 종암동 12-33,37.59328842,127.0366669,Y,2017-05-11 10:52,14
ST-656,1701. 쌍문역(신한은행 앞),27,도봉구,1454,서울특별시 도봉구 도봉로 지하 486-1,창동 703-6,37.64738083,127.0342178,N,2017-05-11 11:02,0
ST-657,1703. 도봉산광역환승센터앞 ,27,도봉구,1301,서울특별시 도봉구 도봉로 955,도봉동 637-1,37.68972015,127.0451965,Y,2017-05-11 11:04,15
ST-658,1708. 보건소사거리(다비치안경창동점),27,도봉구,1401,서울특별시 도봉구 해등로 150,창동 723-10,37.65682983,127.0398483,Y,2017-05-11 11:05,8
ST-659,1710. 쌍문역3번출구 ,27,도봉구,1454,서울특별시 도봉구 도봉로 지하 486-1,쌍문동 83-7,37.64799118,127.034111,N,2017-05-11 11:06,0
ST-66,217. NH농협은행 앞,17,영등포구,7330,서울특별시 영등포구 국제금융로8길 2,NH농협은행 앞,37.52207947,126.9303665,Y,2015-09-17 15:20,10
ST-660,1827. 독산보도육교 앞 자전거 보관소,28,금천구,8596,서울특별시 금천구 서부샛길 70,독산동 724-5 (자전거종합서비스센터 앞쪽),37.45584869,126.8931427,Y,2017-05-11 11:09,20
ST-661,1836. 금천구립 독산도서관,28,금천구,8560,서울특별시 금천구 독산로54길 114,독산동 375-2,37.46740341,126.9081421,T,2017-05-11 11:10,7
ST-662,1901. 신도림동주민센터 앞,29,구로구,8211,서울특별시 구로구 신도림로 40,구로구 신도림동 397-32,37.50733185,126.8797302,Y,2017-05-11 11:14,10
ST-663,1904. 도림천역 1번 출구 앞,29,구로구,8200,서울특별시 구로구 경인로67길 160,구로구 신도림동 323-16,37.51424026,126.8828735,Y,2017-05-11 11:15,10
ST-664,1906. 신도림역 1번 출구 앞,29,구로구,8209,서울특별시 구로구 경인로 688,구로구 신도림동 348-1,37.50971985,126.8900986,Y,2017-05-11 11:16,20
ST-665,1907. 구일우성(아) 육교 밑,29,구로구,8325,서울특별시 구로구 구일로2길 59,구로구 구로동 685-524,37.48963165,126.8762589,Y,2017-05-11 11:17,12
ST-666,1908. 해원리바파크 육교 밑,29,구로구,8324,서울특별시 구로구 구일로 110,구로구 구로동 642-107,37.49528503,126.8721619,Y,2017-05-11 11:18,10
ST-667,1910. 낙원교회 맞은편,29,구로구,8280,서울특별시 구로구 구로동로42길 43,구로구 구로동 454-92,37.49750519,126.8843765,Y,2017-05-11 11:19,5
ST-668,1911. 구로디지털단지역 앞,29,구로구,8391,서울특별시 구로구 시흥대로 577-2,구로구 구로동 1119,37.48493958,126.9013214,Y,2017-05-11 11:20,10
ST-669,1912. 한신휴아파트 앞,29,구로구,8371,서울특별시 구로구 디지털로31길 120,구로구 구로동 772,37.48880005,126.8906632,Y,2017-05-11 11:21,10
ST-67,221. 여의도초교 앞,17,영등포구,7341,서울특별시 영등포구 여의대방로 439,여의도초등학교 앞,37.52267456,126.9377899,Y,2015-09-17 15:20,10
ST-670,1913. 구로리공원,29,구로구,8312,서울특별시 구로구 구로중앙로 13,구로구 구로동 136-14,37.49103165,126.8921509,Y,2017-05-11 11:22,10
ST-671,1916. 구로중학교앞,29,구로구,8303,서울특별시 구로구 구로중앙로 48,구로구 구로동 65,37.49414062,126.8899841,Y,2017-05-11 11:23,10
ST-672,1918. 구 구로등기소 앞,29,구로구,8289,서울특별시 구로구 새말로18길 39,구로구 구로동 50,37.49909973,126.8913498,N,2017-05-11 11:24,0
ST-673,1920. 서울미래초등학교 사거리,29,구로구,8288,서울특별시 구로구 새말로 73,구로구 구로동 50,37.50437927,126.888298,Y,2017-05-11 11:24,10
ST-674,1924. 삼부르네상스파크빌,29,구로구,8395,서울특별시 구로구 남부순환로 1299,구로구 가리봉동 127-30,37.47874069,126.8950958,Y,2017-05-11 11:25,10
ST-675,1928. 고척스카이돔구장 광장,29,구로구,8275,서울특별시 구로구 경인로 430,구로구 고척동 63-5,37.49946976,126.8684006,Y,2017-05-11 11:27,10
ST-676,1929. 고척근린공원 고척도서관 앞,29,구로구,8239,서울특별시 구로구 고척로45길 31,구로구 고척동 산 9-14,37.50513458,126.8527603,Y,2017-05-11 11:27,10
ST-677,1930. 개봉지구대 개봉치안센터,29,구로구,8238,서울특별시 구로구 경인로 293,구로구 개봉동 139-4,37.49768448,126.8537293,Y,2017-05-11 11:28,7
ST-678,1933. 개봉푸르지오아파트 상가,29,구로구,8236,서울특별시 구로구 남부순환로 775,구로구 개봉동 92-1,37.5015831,126.8468704,Y,2017-05-11 11:29,10
ST-679,1937. 한진아파트 입구,29,구로구,8354,서울특별시 구로구 개봉로3길 87,구로구 개봉동 375-4,37.4860611,126.8520126,Y,2017-05-11 11:30,15
ST-68,222. 시범아파트버스정류장 옆,17,영등포구,7344,서울특별시 영등포구 63로 45,시범아파트버스정류장 옆,37.51943588,126.9375992,Y,2015-09-17 15:21,12
ST-680,1938. 오류동역 3번출구 앞 ,29,구로구,8272,서울특별시 구로구 경인로20길 13,구로구 오류동 65-6,37.49502945,126.8436127,C,2017-05-11 11:31,0
ST-681,1940. 예성 라온팰리스 앞,29,구로구,8340,서울특별시 구로구 오류로8바길 34,구로구 오류동 33-145,37.49755096,126.8472519,C,2017-05-11 11:32,10
ST-682,1947. 거리공원입구 교차로,29,구로구,8210,서울특별시 구로구 경인로 621,신도림동 413-2,37.50697708,126.8857727,N,2017-05-11 11:34,0
ST-683,2002. 노들역 1번출구,30,동작구,6906,서울특별시 동작구 노량진로 지하 238,동작구 본동 344-10,37.51284409,126.9524689,Y,2017-05-12 10:56,18
ST-684,2004. 노량진역 (1호선) 2번출구,30,동작구,6922,서울특별시 동작구 노량진로 지하 130,동작구 노량진동 67-2,37.51395035,126.9429779,N,2017-05-12 10:57,0
ST-685,2007. 유한양행앞,30,동작구,6927,서울특별시 동작구 노량진로 74,동작구 대방동 47-3,37.51293945,126.9342423,Y,2017-05-12 10:58,20
ST-686,2008. 노량진근린공원 대방공원,30,동작구,6944,서울특별시 동작구 여의대방로44길 20,동작구 대방동 503-2,37.5093689,126.9280701,Y,2017-05-12 10:59,10
ST-687,2013. 장승배기역 5번출구,30,동작구,6963,서울특별시 동작구 상도로 지하 188,동작구 노량진동 311-4,37.50585175,126.9393616,Y,2017-05-12 11:00,30
ST-688,2016. 신대방삼거리역 3번출구쪽,30,동작구,7041,서울특별시 동작구 상도로 지하 76,동작구 대방동 406-10,37.49964523,126.9270935,Y,2017-05-12 11:00,10
ST-689,2017. 보라매병원 장례식장앞,30,동작구,7062,서울특별시 동작구 보라매로5길 44,동작구 신대방동 395-61,37.49258804,126.9252396,N,2017-05-12 11:01,0
ST-69,223. 진주아파트상가 앞,17,영등포구,7343,서울특별시 영등포구 국제금융로 108-6,진주아파트상가 앞,37.51931381,126.9331665,Y,2015-09-17 15:21,20
ST-690,2020. 장승배기역2번출구뒷편쪽,30,동작구,6963,서울특별시 동작구 상도로 지하 188,동작구 상도동 26-20,37.50449753,126.9389877,Y,2017-05-12 11:02,10
ST-691,2024. 상도역 1번출구,30,동작구,7032,서울특별시 동작구 상도로 지하 272,동작구 상도1동 776,37.50217819,126.948204,Y,2017-05-12 11:02,10
ST-692,2025. 흑석역 1번출구,30,동작구,6979,서울특별시 동작구 현충로 지하 90,동작구 흑석동 2-28,37.50938034,126.9636154,Y,2017-05-12 11:03,15
ST-693,2027. 중앙대학교 정문,30,동작구,6911,서울특별시 동작구 흑석로 47,동작구 흑석동 221-1,37.50704193,126.9591522,Y,2017-05-12 11:04,15
ST-694,2036. 정금마을 마을버스정류장,30,동작구,6555,서울특별시 서초구 동작대로 198,동작구 동작동 66-29,37.4947052,126.9823914,Y,2017-05-12 11:06,20
ST-695,2037. 동작역 5번출구 동작주차공원,30,동작구,6984,서울특별시 동작구 현충로 지하 220,동작구 동작동 326,37.50318909,126.97715,Y,2017-05-12 11:07,20
ST-696,2038. 동작역 7번출구,30,동작구,6984,서울특별시 동작구 현충로 지하 220,동작구 동작동 203-5,37.50318146,126.9760895,Y,2017-05-12 11:08,10
ST-697,2040. 비계 버스정류소,30,동작구,6904,서울특별시 동작구 현충로 151,동작구 흑석동 28-3,37.5063591,126.9690781,Y,2017-05-12 11:09,10
ST-698,2049. 중앙대학교 병원,30,동작구,6973,서울특별시 동작구 흑석로 102,흑석동 86-181,37.50634003,126.9610367,N,2017-05-12 11:10,0
ST-699,2050. 노량진역 5번출구,30,동작구,6922,서울특별시 동작구 노량진로 지하 130,노량진동 60-11,37.51324844,126.9399719,Y,2017-05-12 11:13,10
ST-7,105. 합정역 5번출구 앞,12,마포구,4046,서울특별시 마포구 양화로 48,394-95,37.55000687,126.9148254,Y,2015-09-06 23:45,5
ST-70,224. 롯데캐슬 앞,17,영등포구,7333,서울특별시 영등포구 국제금융로 86,롯데캐슬 앞,37.5200882,126.9323654,Y,2015-09-17 15:22,20
ST-700,2054. 삼익아파트,30,동작구,6914,서울특별시 동작구 만양로 84,노량진동 118-14,37.51054764,126.9448471,Y,2017-05-12 11:23,10
ST-701,2057. 상도 아이파크 아파트,30,동작구,6967,서울특별시 동작구 장승배기로 26,상도동 201-38,37.5008812,126.9417496,Y,2017-05-12 11:24,10
ST-702,2102. 봉림교 교통섬,31,관악구,8759,서울특별시 관악구 관천로 52,관악구 신림동 1433-150,37.48423004,126.9263916,Y,2017-05-12 11:50,20
ST-703,2103. 신림동 우방아파트,31,관악구,8703,서울특별시 관악구 관천로27길 2,신사동 우방아파트,37.4891777,126.9192734,Y,2017-05-12 11:51,10
ST-704,2105. 미성동 신림체육센터,31,관악구,8771,서울특별시 관악구 난곡로 295,관악구 신림동 1475-64,37.48025131,126.9146042,Y,2017-05-12 11:52,12
ST-705,2106. 난곡 새마을금고,31,관악구,8849,서울특별시 관악구 난곡로 210,관악구 신림동 614-25,37.47372818,126.9184036,Y,2017-05-12 11:53,12
ST-706,2124. 당곡사거리 홍성한의원,31,관악구,8722,서울특별시 관악구 보라매로 4,관악구 봉천동 985,37.48981857,126.9277268,N,2017-05-12 11:54,0
ST-707,2127. 보성운수차고지 맞은편,31,관악구,8859,서울특별시 관악구 난곡로 99,관악구 신림동 666-30,37.46488571,126.9194794,Y,2017-05-12 11:54,10
ST-708,2135. 신림역 5번출구,31,관악구,8777,서울특별시 관악구 남부순환로 지하 1614,관악구 신림동 1467-10,37.48440933,126.9289093,Y,2017-05-12 11:55,9
ST-709,2144. 난우길입구,31,관악구,8772,서울특별시 관악구 문성로 115,관악구 신림동 산 197-60,37.47777557,126.9167557,Y,2017-05-12 11:56,15
ST-71,225. 앙카라공원 앞,17,영등포구,7324,서울특별시 영등포구 의사당대로 지하166,앙카라공원 앞,37.51736832,126.9292526,Y,2015-09-17 15:23,26
ST-710,2153. 서울남부초등학교 옆,31,관악구,8763,서울특별시 관악구 남부순환로163가길 20,신림동 483-14,37.48514175,126.9205627,C,2017-05-12 11:57,0
ST-711,2157. 난곡 사거리,31,관악구,8767,서울특별시 관악구 난곡로 317,신림동 538,37.48180008,126.9152374,C,2017-05-12 11:57,10
ST-712,2104. 사당역 5번출구,31,관악구,7025,서울특별시 동작구 남부순환로 지하 2089,관악구 남현동 1060-12,37.47608948,126.9813309,Y,2017-05-26 9:43,13
ST-713,2107. 도림천 신화교,31,관악구,8841,서울특별시 관악구 신림로 40,관악구 신림동 808-133,37.4754715,126.9364548,Y,2017-05-26 9:44,25
ST-714,2108. 은천치안센터,31,관악구,8750,서울특별시 관악구 봉천로 375,관악구 봉천동 975-18,37.48334122,126.9431992,Y,2017-05-26 9:45,20
ST-715,2112. 서울대입구역 마에스트로,31,관악구,8787,서울특별시 관악구 남부순환로 지하 1822,관악구 봉천동 979-2,37.4813385,126.9506455,Y,2017-05-26 9:46,15
ST-716,2114. 관악구 재활용센터,31,관악구,8766,서울특별시 관악구 남부순환로 1427,관악구 신림동 564,37.48112869,126.9094315,C,2017-05-26 9:47,12
